[ 2026-07-27 16:40:36,355 ] numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2026-07-27 16:40:39,629 ] root - INFO - Entered the start_data_ingestion method of TrainPipeline class
[ 2026-07-27 16:40:39,631 ] root - INFO - Getting the data from mongodb
[ 2026-07-27 16:40:39,631 ] root - INFO - Entered initiate_data_ingestion method of Data_Ingestion class
[ 2026-07-27 16:40:39,631 ] root - INFO - Exporting data from mongodb
[ 2026-07-27 16:40:39,631 ] root - ERROR - Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\configuration\mongo_db_connection.py] at line number [52]: Environment variable 'MONGODB_URL' is not set
[ 2026-07-27 16:40:39,632 ] root - ERROR - Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\data_access\proj1_data.py] at line number [20]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\configuration\mongo_db_connection.py] at line number [52]: Environment variable 'MONGODB_URL' is not set
[ 2026-07-27 16:40:39,632 ] root - ERROR - Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\components\data_ingestion.py] at line number [34]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\data_access\proj1_data.py] at line number [20]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\configuration\mongo_db_connection.py] at line number [52]: Environment variable 'MONGODB_URL' is not set
[ 2026-07-27 16:40:39,632 ] root - ERROR - Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\components\data_ingestion.py] at line number [86]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\components\data_ingestion.py] at line number [34]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\data_access\proj1_data.py] at line number [20]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\configuration\mongo_db_connection.py] at line number [52]: Environment variable 'MONGODB_URL' is not set
[ 2026-07-27 16:40:39,633 ] root - ERROR - Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\pipline\training_pipeline.py] at line number [46]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\components\data_ingestion.py] at line number [86]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\components\data_ingestion.py] at line number [34]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\data_access\proj1_data.py] at line number [20]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\configuration\mongo_db_connection.py] at line number [52]: Environment variable 'MONGODB_URL' is not set
[ 2026-07-27 16:40:39,633 ] root - ERROR - Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\pipline\training_pipeline.py] at line number [132]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\pipline\training_pipeline.py] at line number [46]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\components\data_ingestion.py] at line number [86]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\components\data_ingestion.py] at line number [34]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\data_access\proj1_data.py] at line number [20]: Error occurred in python script: [C:\Users\acer\OneDrive\Projects\MLops\src\configuration\mongo_db_connection.py] at line number [52]: Environment variable 'MONGODB_URL' is not set
